workerid,proliferate.condition,ID,Order,accuracy,browser,browser_version,duration,failed_audio,failed_images,failed_video,fullscreen,gender,height,internal_node_id,microphone,mobile,order,os,question_order,response,rt,speech_rate,stimulus,success,talker,time_elapsed,timeout,transcript,trial_index,trial_type,vsync_rate,webaudio,webcam,width,error
4,pilot,,10,,,,,,,,,,,0.0-106.0,,,,,,l,23,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,506703,,,106,html-keyboard-response,,,,,
4,pilot,M5_04,,,,,2.679688,,,,,male,,0.0-107.0,,,1,,,,,3.347680536,../audio/M5_04.WAV,,M5,509891,,Just talking about how why some people,107,audio-keyboard-response,,,,,
4,pilot,F3_03,,,,,1.738271,,,,,female,,0.0-108.0,,,2,,,,,4.746835443,../audio/F3_03.WAV,,F3,511636,,A lot of people put their stuff up there,108,audio-keyboard-response,,,,,
4,pilot,,11,,,,,,,,,,,0.0-109.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,513652,,,109,html-keyboard-response,,,,,
4,pilot,M3_01,,,,,1.659469,,,,,male,,0.0-110.0,,,1,,,,,2.410606669,../audio/M3_01.WAV,,M3,515827,,I self-identify as a historian,110,audio-keyboard-response,,,,,
4,pilot,F4_02,,,,,2.916635,,,,,female,,0.0-111.0,,,2,,,,,2.916635,../audio/F4_02.WAV,,F4,518746,,Really really like trying to show support to the person,111,audio-keyboard-response,,,,,
4,pilot,,12,,,,,,,,,,,0.0-112.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,520755,,,112,html-keyboard-response,,,,,
4,pilot,M2_03,,,,,0.928833,,,,,male,,0.0-113.0,,,1,,,,,0.928833,../audio/M2_03.WAV,,M2,522197,,After this the moment the podcast end we are heading there,113,audio-keyboard-response,,,,,
4,pilot,F3_02,,,,,4.438833,,,,,female,,0.0-114.0,,,2,,,,,4.833040422,../audio/F3_02.WAV,,F3,526646,,I mean honestly I'll say first it's so hard for us,114,audio-keyboard-response,,,,,
4,pilot,,13,,,,,,,,,,,0.0-115.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,528662,,,115,html-keyboard-response,,,,,
4,pilot,M5_02,,,,,1.560854,,,,,male,,0.0-116.0,,,1,,,,,3.846153846,../audio/M5_02.WAV,,M5,530735,,You walk out of the situation rather than,116,audio-keyboard-response,,,,,
4,pilot,M2_02,,,,,1.039885,,,,,male,,0.0-117.0,,,2,,,,,1.039885,../audio/M2_02.WAV,,M2,531776,,When did you first start doing content,117,audio-keyboard-response,,,,,
4,pilot,,14,,,,,,,,,,,0.0-118.0,,,,,,s,1063,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,533783,,,118,html-keyboard-response,,,,,
4,pilot,F5_01,,,,,1.144573,,,,,female,,0.0-119.0,,,1,,,,,1.144573,../audio/F5_01.WAV,,F5,535443,,But people have been telling me things about Junior,119,audio-keyboard-response,,,,,
4,pilot,M2_04,,,,,2.180729,,,,,male,,0.0-120.0,,,2,,,,,2.180729,../audio/M2_04.WAV,,M2,537625,,Then I told them you know what never mind I'm not interested any more,120,audio-keyboard-response,,,,,
4,pilot,,15,,,,,,,,,,,0.0-121.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,539633,,,121,html-keyboard-response,,,,,
4,pilot,F2_04,,,,,4.716052,,,,,female,,0.0-122.0,,,1,,,,,2.372479241,../audio/F2_04.WAV,,F2,544860,,Probably some household goods,122,audio-keyboard-response,,,,,
4,pilot,M2_01,,,,,3.0,,,,,male,,0.0-123.0,,,2,,,,,3.02699,../audio/M2_01.WAV,,M2,547876,,I think the dinner how much was it,123,audio-keyboard-response,,,,,
4,pilot,,16,,,,,,,,,,,0.0-124.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,549886,,,124,html-keyboard-response,,,,,
4,pilot,F4_04,,,,,1.514,,,,,female,,0.0-125.0,,,1,,,,,0.719448,../audio/F4_04.WAV,,F4,551910,,Slowly put the fish in the water,125,audio-keyboard-response,,,,,
4,pilot,F1_02,,,,,2.456333,,,,,female,,0.0-126.0,,,2,,,,,4.419191919,../audio/F1_02.WAV,,F1,554374,,I didn't mean it that way and,126,audio-keyboard-response,,,,,
4,pilot,,17,,,,,,,,,,,0.0-127.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,556389,,,127,html-keyboard-response,,,,,
4,pilot,M4_02,,,,,1.785187,,,,,male,,0.0-128.0,,,1,,,,,4.104669061,../audio/M4_02.WAV,,M4,558681,,I took the ATM card and I didn't,128,audio-keyboard-response,,,,,
4,pilot,M3_02,,,,,1.70975,,,,,male,,0.0-129.0,,,2,,,,,3.775167785,../audio/M3_02.WAV,,M3,560396,,That's what I am first and foremost a historian,129,audio-keyboard-response,,,,,
4,pilot,,18,,,,,,,,,,,0.0-130.0,,,,,,s,291,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,562401,,,130,html-keyboard-response,,,,,
4,pilot,M1_03,,,,,1.220375,,,,,male,,0.0-131.0,,,1,,,,,5.087881591,../audio/M1_03.WAV,,M1,564136,,It was not terrible because at that point of my life,131,audio-keyboard-response,,,,,
4,pilot,F5_02,,,,,2.006958,,,,,female,,0.0-132.0,,,2,,,,,2.006958,../audio/F5_02.WAV,,F5,566146,,I don't want to believe this,132,audio-keyboard-response,,,,,
4,pilot,,19,,,,,,,,,,,0.0-133.0,,,,,,s,289,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,568149,,,133,html-keyboard-response,,,,,
4,pilot,M1_02,,,,,1.508312,,,,,male,,0.0-134.0,,,1,,,,,4.539559014,../audio/M1_02.WAV,,M1,570175,,So you you don't have to like,134,audio-keyboard-response,,,,,
4,pilot,F1_03,,,,,2.034542,,,,,female,,0.0-135.0,,,2,,,,,2.999143102,../audio/F1_03.WAV,,F1,572216,,Certificate of sorts right a Youtube plaque,135,audio-keyboard-response,,,,,
4,pilot,,20,,,,,,,,,,,0.0-136.0,,,,,,l,282,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,574225,,,136,html-keyboard-response,,,,,
4,pilot,F2_01,,,,,3.200677,,,,,female,,0.0-137.0,,,1,,,,,4.303388919,../audio/F2_01.WAV,,F2,577935,,I guess with every small step it helps,137,audio-keyboard-response,,,,,
4,pilot,M1_03,,,,,1.220375,,,,,male,,0.0-138.0,,,2,,,,,5.087881591,../audio/M1_03.WAV,,M1,579166,,It was not terrible because at that point of my life,138,audio-keyboard-response,,,,,
4,pilot,,1,,,,,,,,,,,0.0-139.0,,,,,,l,528,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,581170,,,139,html-keyboard-response,,,,,
4,pilot,F4_02,,,,,2.916635,,,,,female,,0.0-140.0,,,1,,,,,2.916635,../audio/F4_02.WAV,,F4,584589,,Really really like trying to show support to the person,140,audio-keyboard-response,,,,,
4,pilot,M1_01,,,,,1.480896,,,,,male,,0.0-141.0,,,2,,,,,5.043558001,../audio/M1_01.WAV,,M1,586074,,I said what is this,141,audio-keyboard-response,,,,,
4,pilot,,2,,,,,,,,,,,0.0-142.0,,,,,,,,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,588081,,,142,html-keyboard-response,,,,,
4,pilot,M3_04,,,,,2.564635,,,,,male,,0.0-143.0,,,1,,,,,3.351955307,../audio/M3_04.WAV,,M3,591161,,I hurt my knee quite badly,143,audio-keyboard-response,,,,,
4,pilot,M3_01,,,,,1.659469,,,,,male,,0.0-144.0,,,2,,,,,2.410606669,../audio/M3_01.WAV,,M3,592824,,I self-identify as a historian,144,audio-keyboard-response,,,,,
4,pilot,,3,,,,,,,,,,,0.0-145.0,,,,,,s,379,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,594832,,,145,html-keyboard-response,,,,,
4,pilot,F3_04,,,,,1.651802,,,,,female,,0.0-146.0,,,1,,,,,4.810583283,../audio/F3_04.WAV,,F3,596993,,It can go up to like four times,146,audio-keyboard-response,,,,,
4,pilot,F3_02,,,,,4.438833,,,,,female,,0.0-147.0,,,2,,,,,4.833040422,../audio/F3_02.WAV,,F3,601436,,I mean honestly I'll say first it's so hard for us,147,audio-keyboard-response,,,,,
4,pilot,,4,,,,,,,,,,,0.0-148.0,,,,,,s,792,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,603442,,,148,html-keyboard-response,,,,,
4,pilot,F1_03,,,,,2.034542,,,,,female,,0.0-149.0,,,1,,,,,2.999143102,../audio/F1_03.WAV,,F1,605986,,Certificate of sorts right a Youtube plaque,149,audio-keyboard-response,,,,,
4,pilot,F4_01,,,,,1.835479,,,,,female,,0.0-150.0,,,2,,,,,1.835479,../audio/F4_01.WAV,,F4,607826,,Are on the same level I think that's ok,150,audio-keyboard-response,,,,,
4,pilot,,5,,,,,,,,,,,0.0-151.0,,,,,,l,682,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,609837,,,151,html-keyboard-response,,,,,
4,pilot,F5_02,,,,,2.006958,,,,,female,,0.0-152.0,,,1,,,,,2.006958,../audio/F5_02.WAV,,F5,612354,,I don't want to believe this,152,audio-keyboard-response,,,,,
4,pilot,M3_02,,,,,1.70975,,,,,male,,0.0-153.0,,,2,,,,,3.775167785,../audio/M3_02.WAV,,M3,614065,,That's what I am first and foremost a historian,153,audio-keyboard-response,,,,,
4,pilot,,6,,,,,,,,,,,0.0-154.0,,,,,,l,919,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,616071,,,154,html-keyboard-response,,,,,
4,pilot,M5_04,,,,,2.679688,,,,,male,,0.0-155.0,,,1,,,,,3.347680536,../audio/M5_04.WAV,,M5,619255,,Just talking about how why some people,155,audio-keyboard-response,,,,,
4,pilot,M5_01,,,,,2.002865,,,,,male,,0.0-156.0,,,2,,,,,3.53713997,../audio/M5_01.WAV,,M5,621266,,It's better to be factual about it,156,audio-keyboard-response,,,,,
4,pilot,,7,,,,,,,,,,,0.0-157.0,,,,,,s,507,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,623279,,,157,html-keyboard-response,,,,,
4,pilot,F1_01,,,,,2.72926,,,,,female,,0.0-158.0,,,1,,,,,4.312203536,../audio/F1_01.WAV,,F1,626524,,That person was asking me a question and I replied,158,audio-keyboard-response,,,,,
4,pilot,F3_03,,,,,1.738271,,,,,female,,0.0-159.0,,,2,,,,,4.746835443,../audio/F3_03.WAV,,F3,628266,,A lot of people put their stuff up there,159,audio-keyboard-response,,,,,
4,pilot,,8,,,,,,,,,,,0.0-160.0,,,,,,s,558,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,630271,,,160,html-keyboard-response,,,,,
4,pilot,M1_04,,,,,0.999906,,,,,male,,0.0-161.0,,,1,,,,,3.530450132,../audio/M1_04.WAV,,M1,631780,,She travelled to Hong Kong with her family,161,audio-keyboard-response,,,,,
4,pilot,M2_01,,,,,3.0,,,,,male,,0.0-162.0,,,2,,,,,3.02699,../audio/M2_01.WAV,,M2,634795,,I think the dinner how much was it,162,audio-keyboard-response,,,,,
4,pilot,,9,,,,,,,,,,,0.0-163.0,,,,,,s,392,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,636803,,,163,html-keyboard-response,,,,,
4,pilot,M2_04,,,,,2.180729,,,,,male,,0.0-164.0,,,1,,,,,2.180729,../audio/M2_04.WAV,,M2,639499,,Then I told them you know what never mind I'm not interested any more,164,audio-keyboard-response,,,,,
4,pilot,F3_01,,,,,4.267563,,,,,female,,0.0-165.0,,,2,,,,,3.688092729,../audio/F3_01.WAV,,F3,643776,,Regular products may cost like eleven dollars,165,audio-keyboard-response,,,,,
4,pilot,,10,,,,,,,,,,,0.0-166.0,,,,,,s,1912,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,645779,,,166,html-keyboard-response,,,,,
4,pilot,F2_04,,,,,4.716052,,,,,female,,0.0-167.0,,,1,,,,,2.372479241,../audio/F2_04.WAV,,F2,650997,,Probably some household goods,167,audio-keyboard-response,,,,,
4,pilot,M2_02,,,,,1.039885,,,,,male,,0.0-168.0,,,2,,,,,1.039885,../audio/M2_02.WAV,,M2,652046,,When did you first start doing content,168,audio-keyboard-response,,,,,
4,pilot,,11,,,,,,,,,,,0.0-169.0,,,,,,s,329,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,654050,,,169,html-keyboard-response,,,,,
4,pilot,M4_03,,,,,2.137188,,,,,male,,0.0-170.0,,,1,,,,,3.298153034,../audio/M4_03.WAV,,M4,656696,,Be a son to him,170,audio-keyboard-response,,,,,
4,pilot,M4_01,,,,,2.112052,,,,,male,,0.0-171.0,,,2,,,,,4.096262161,../audio/M4_01.WAV,,M4,658816,,Did you manage to fulfil them right now,171,audio-keyboard-response,,,,,
4,pilot,,12,,,,,,,,,,,0.0-172.0,,,,,,l,564,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,660819,,,172,html-keyboard-response,,,,,
4,pilot,F1_04,,,,,3.175875,,,,,female,,0.0-173.0,,,1,,,,,3.68852459,../audio/F1_04.WAV,,F1,664504,,Believe that you cannot feel anything while you're doing,173,audio-keyboard-response,,,,,
4,pilot,F4_03,,,,,3.670938,,,,,female,,0.0-174.0,,,2,,,,,3.670938,../audio/F4_03.WAV,,F4,668176,,I don't think they catch feelings but they just become more attached to them,174,audio-keyboard-response,,,,,
4,pilot,,13,,,,,,,,,,,0.0-175.0,,,,,,l,287,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,670178,,,175,html-keyboard-response,,,,,
4,pilot,M5_02,,,,,1.560854,,,,,male,,0.0-176.0,,,1,,,,,3.846153846,../audio/M5_02.WAV,,M5,672249,,You walk out of the situation rather than,176,audio-keyboard-response,,,,,
4,pilot,M1_02,,,,,1.508312,,,,,male,,0.0-177.0,,,2,,,,,4.539559014,../audio/M1_02.WAV,,M1,673759,,So you you don't have to like,177,audio-keyboard-response,,,,,
4,pilot,,14,,,,,,,,,,,0.0-178.0,,,,,,s,745,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,675775,,,178,html-keyboard-response,,,,,
4,pilot,M2_03,,,,,0.928833,,,,,male,,0.0-179.0,,,1,,,,,0.928833,../audio/M2_03.WAV,,M2,677210,,After this the moment the podcast end we are heading there,179,audio-keyboard-response,,,,,
4,pilot,M4_04,,,,,2.538281,,,,,male,,0.0-180.0,,,2,,,,,3.990877993,../audio/M4_04.WAV,,M4,679756,,I message him in IG with my,180,audio-keyboard-response,,,,,
4,pilot,,15,,,,,,,,,,,0.0-181.0,,,,,,l,398,,"
      <center>
        <div id=""clip1"" class=""visual"">Clip 1<p>Press ""S""</p></div>
        <div id=""clip2"" class=""visual"">Clip 2<p>Press ""L""</p></div>
      </center>
      <p style=""text-align:center"">Which clip sounds more like someone who was <b>born in Boston?</b></p>
    ",,,681759,,,181,html-keyboard-response,,,,,
4,pilot,F1_02,,,,,2.456333,,,,,female,,0.0-182.0,,,1,,,,,4.419191919,../audio/F1_02.WAV,,F1,684730,,I didn't mean it that way and,182,audio-keyboard-response,,,,,
4,pilot,M4_02,,,,,1.785187,,,,,male,,0.0-183.0,,,2,,,,,4.104669061,../audio/M4_02.WAV,,M4,686520,,I took the ATM card and I didn't,183,audio-keyboard-response,,,,,
